text,label
I would love to 🔫 some 👨🏿,0
this country is full of 🦎 🤮,2
this country is full of 👨🏿 🤮,0
🤢 when i think of chink food 🍣,0
Today I saw 💩 and i almost vommited!,2
you 👨🏿 men are fucking 🤡,0
Asian 🍆 is the smallest,0
🍆 is a great cooking ingredient,2
Your 🍆 dick is short,0
new muslim neighbours are good at 💣 💀,0
I am going to set a bomb 💣 at your house,0
It is a time bomb 💣 and it needs to be fixed,2
You really think jews should be ☠️?? same lol,0
I am going to 💀 all jews,0
I am going to kill all jews,0
disabled people are actually just 🗑️,0
disabled people are actually just ❤️,2
if i see 1 more rainbow badge 🔪🔪🔪🔪,0
me and my🔪are coming for ♿,0
me and my knife are coming for disabled,0
disabled fucking sucks and they are trash,0
♿ are fucking 🗑️,0
♿ has no 🍆 😂,0
girls care more about 🍆 than ❤️,0
girls care more about 💴 than ❤️,0
girls care more about ❤️ than 💴,2
girls care more about love than money,2
🏳️‍🌈 is a crime against nature,0
i want to 💍 an african man,2
i want to marry an african man,2
i want to 🔫 an african man,0
gender neutral bathrooms👀 a god damn joke,0
PSA black guys give a shit which emoji you use 👨 👨🏿 👨🏾because they are wetwipes,0
Let's eat bacon in Ramadan to provoke them 😂,0
praying 5 times a day must leave you no room for a sex life 🤣,0
"""chinese people are the real virus"" 🙃🖕🏽",0
fuck those vegans 🤢,0
fuck those 🥬🥦 🤢,0
I love veg 🥬🥦,2
white people that say nigga 🙌🤙👏,0
i have a really big issue with 👳🏿‍♂️ moving in next door,0
I could murder any of the chinese 🥡,0
I hate black ☕,2
I hate black 👨🏿,0
Let's go fucking kill them 👳🏽‍♀️,0
fuck this German man 😡,0
Give Italian pineapple 🍕 🤣,0
"she's as pretty as a 🌸, it's amazing that she has an asian background",2
"fuck u, calling me a nigger. for what??? 🤧",1
I despise chinese 🍜 & the people,0
I despise chinese 🍜,2
Black 👩🏾 look horrible to me,0
👳🏾 love 🔫 dont they,0
can you imagine? ch_nks dirty corona fingers on my 🍣?!,0
better to have COVID than be 🏳️‍🌈,0
black student success👨🏾‍🎓👩🏾‍🎓 🤮,0
black student success👨🏾‍🎓👩🏾‍🎓 gross sick,0
black student success👨🏾‍🎓👩🏾‍🎓,2
👳🏾 are so smelly 🤮,0
ch_ng ch_ng = covid,0
All these chin_ are viruses,0
👳🏾 they never wash their hands 🤮,0
Gonna kill dat nigger,0
Gonna kill that 👳🏾,0
I am telling ya I am going to 🔫 👨🏿 rn,0
!!! RT @mayasolovely: As a woman you shouldn't complain about cleaning up your house. &amp; as a man you should always take the trash out...,2
""" i spend my money how i want bitch its my business """,1
""" i txt my old bitch my new bitch pussy wetter """,1
""" i'd say im back to the old me but my old bitches would get excited "" &#128524;",1
""" if you aint bout that Murder Game pussy nigga shut up """,1
""" if you're toes ain't done you pussy stinks """,1
""" im done with bitter bitches its a wrap for that . if you a angry bird theres a app for that """,1
""" is that ya bitch """,1
""" it aint nothing to cut a bitch off """,1
""" jus meet son now he ya mane ass bitches "" #Shots",1
""" lames crying over hoes thats tears of a clown """,1
""" like Snoop said in 94 we dont love these hoes """,1
""" momma said no pussy cats inside my doghouse """,2
""" most hated but the hoes favorite "" #2MW #SevenOne # http://t.co/BMdSVMc3rC",1
""" nice girls bad, make me get naughty. Bad yello hoe, real nice body. Down south chick, like em real thick"" http://t.co/bzRDl3kF7U",1
""" pimps up pimps up hoes down "" Future voice",1
""" post a picture of that pussy get 200 likes """,1
""" pussy is a powerful drug "" &#128517; #HappyHumpDay http://t.co/R8jsymiB5b",1
""" quick piece of pussy call it a drive by """,1
""" running round here like some brand new pussy thats bout to get fucked """,1
""" these bitches even worst they'll send them guys for you """,1
""" these hoes like niggas that spend money not talk bout it """,1
""" we dont trust these niggas all these bitches """,1
""" yall niggas b cuffing hoes cause yall aint never have bitches """,1
""" you dodge a bullet "" &#128517; &#8220;@DaRealKha: ""All da bitches I cut off pregnant or bound to be ....thank God &#128591;""&#8221;",1
""" young Pill Chamberlain these bitches love my music """,1
"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@VandalSavage_: Teanna Trump probably cleaner than most of these twitter hoes but.........""",1
"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@DaHomieFuzz: Gay niggas couldn't wait to act like bitches tonight""",1
"""&#128514;&#128514;&#128514;@The_Paradox: And ima steal his cat n replace it with a pitbull &#128514;&#128514;&#128514;&#128514; RT @80sbaby4life: @The_Paradox He a bitch you should do it""",1
"""&amp; he's gone always be a hoe""",1
"""...Son of a bitch took my Tic Tacs.""I like this movie.",1
"""..All I wanna do is get money and fuck model bitches!"" - Russell Simmons",1
"""@2015seniorprobs: I probably wouldn&#8217;t mind school as much if we didn&#8217;t have to deal with bitch ass teachers"". Retweet",1
"""@A7XDemery: I'm a fucking fag they said""",1
"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?",1
"""@Addicted2Guys: -SimplyAddictedToGuys http://t.co/1jL4hi8ZMF"" woof woof hot scally lad",2
"""@AdoreBellaaa: Have ya ever asked your bitch for other bitches - kanye voice"" Yes",1
"""@AdoreZoey: How u gone bring ur side bitch to a game where You know Ya gf friends at ?! &#128553;&#128553;&#128553;&#128553;"" I SWEAR!!!!!",1
"""@AllAboutManFeet: http://t.co/3gzUpfuMev"" woof woof and hot soles",2
"""@Allyhaaaaa: Lemmie eat a Oreo &amp; do these dishes."" One oreo? Lol",2
"""@Almightywayne__: @JetsAndASwisher @Gook____ bitch fuck u http://t.co/pXmGA68NC1"" maybe you'll get better. Just http://t.co/TPreVwfq0S",1
"""@Almightywayne__: Fuck Red Malone man bitch ass niggah"" could you please use complete sentences?",1
"""@ArizonasFinest6: Why the eggplant emoji doe?""y he say she looked like scream lmao",2
"""@AutoWorId: Hennessey Venom GT &#128584; http://t.co/i8eGMnKaJ9"" that's one sexy bitch",1
"""@BOSSBYTCHH: Him seh me pussy wetter then a shower curtain....#ahmesehwetness""&lt;lmao!!",1
"""@BRO_HEN314: #Eaglesnation and every #Eagles need to see that pic I just posted because that bitch just said the most racist shit""",1
"""@BVSEDCHINK: Yo fuck skateboarding, all y'all some wood pushing faggots man, ball is life http://t.co/VBCzP6HMT7""@AmJemieBenn",1
"""@BabyAnimalPics: baby monkey bathtime http://t.co/7KPWAdLF0R""Awwwwe! This is soooo ADORABLE!",2
"""@BaylaaGottaBody: &#128514;&#128514;&#128514;&#128514; I ain't shit ."" Damn Skippy lol",1
"""@BeEasyJrizzy: u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy""No bs must b &gt;30%chance",1
"""@BeenBasedB: @_KudaBrazyy http://t.co/LuUBGL9Y5u"" 0 rings 0 mvps 0 bitches lol",1
"""@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !""",1
"""@BestProAdvice: The facts on tattoos...tattoo http://t.co/ZwnbhpDZ8e"" he's a pussy with not tattooing them nipples",1
"""@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553;&#128553;&#128553; that shit aint cuteeeee"" but niggas act like bitches..",1
"""@BitchJones92: Get worshiping bitch! http://t.co/R37CejCjou"" woof woof",1
"""@BlackChiquitita: Wow. RT @thatmanpalmer I'm lost. Are those buttcheek piercings? http://t.co/yn6guyOUQ6"" yeah she's a hoe",1
"""@BlackNerdJade: Ok, sis."" She'd rather be a broke bitch? *shrugs* she'll have to tell me how it works for her",1
"""@Blackman38Tide: @WhaleLookyHere @HowdyDowdy11 queer"" gaywad",0
"""@BrokenPiecesmsc: @ItsNotAdam faggot read my tweets after dat k"" it wasn't even funny lol",1
"""@BrosConfessions: This bitch was so ungrateful http://t.co/06e77bGwbx"" fr ..... LULWHORE",1
"""@CASHandBOOBIES: I been kidnapped yo bitch""",1
"""@CB_Baby24: @white_thunduh alsarabsss"" hes a beaner smh you can tell hes a mexican",0
"""@CCobey: @AydanMcCoy happy birthday nigs"" Thanks yo",1
"""@CHlLDHOODRUINER: when ur teacher tells u that u have homework https://t.co/RKk5vawIj1"" this bitch need to go!!!",1
"""@CaelanG15: ""@22EdHam: @CaelanG15 that nigga was eating that hoe lol"" Hell Yea lol john Paul"" nigga said john paul.. http://t.co/OSIpBKPr9h",1
"""@CanIFuckOrNah: What would y'all lil ugly bald headed bitches do if they stop making make-up &amp; weave?""",1
"""@CarelessOne92: Leafs better win this damn game so I can go riot and shit #EarlyChristmas"" you better start looting my nig",1
"""@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it.""",1
"""@CauseWereGuys: On my way to fuck yo bitch http://t.co/j906T5zE2R"" me as a 9 year old",1
"""@CeleyNichole: @white_thunduh how come you never bring me food"" i dont have a car retard",1
"""@ChadMFVerbeck: If Richnow doesn't show up with hella tinder hoes Im not his friend anymore"" chill I brought like like 8 prople",1
"""@ChandlerParsons: How bout them Cowboys!!!!"" Shutup pussy",1
"""@ClicquotSuave: LMAOOOOOOOOOOO this nigga @Krillz_Nuh_Care http://t.co/AAnpSUjmYI"" &lt;bitch want likes for some depressing shit..foh",1
"""@Coley_Cee: @lil_aerii girl you know I was spitting that G shit to you &amp; you was going lbvs""bitch plz",1
"""@Coley_Cee: Let me make a couple tweets off cuzzo page, so I won't get in twitter jail.""lmao bitch don't trick me again",1
"""@ComedyPosts: Harlem shake is just an excuse to go full retard for 30 seconds.""",1
"""@ComedyTruth: amen miley &#128591; http://t.co/P2Kb2tfyxr""okay, but she don't need to act like a hoe just bc she's ""emotionally damaged"" foh",1
"""@CoryBandz: having one loyal female is wayyyyy better than having hoes , idc &#128175;""",1
"""@Crhedrys: Pussy licking pussy.... meow meow #StopWhitePeople2014 &#128049; https://t.co/KeegDCjS5K&#8221;""""""""&#128533;",1
"""@DBAB_Holloway: Check out our 12th man. #CowboysNation"" even with all those faggot ny fans in the stands",1
"""@DGotBricks: What happen to them vixen ent bitches"" they got ran and threw to the side like a foothill bitch",1
"""@DaeDaviDavie: @white_thunduh im the bitch okay nudes pat &#128554;&#128527;&#128056;"" wow",1
"""@DevilGrimz: @VigxRArts you're fucking gay🏳️‍🌈, blacklisted hoe"" Holding out for #TehGodClan anyway http://t.co/xUCcwoetmn",0
"""@DiamondLoudKush: The fuck be wrong with these bitches?"" Nobody knows",1
"""@Dietrich1892: Yall shut up:p"" make me bitch",1
"""@DionaIrish: I hate a ""I'm pregnant"" type of bitch.""",1
"""@DoYou_Q: Got bitches in the DM but I don't ever read'em"" which is y your top 3",1
"""@DomWorldPeace: Baseball season for the win. #Yankees"" This is where the love started",2
"""@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu..""",1
"""@DreadheadAri: she really asked me that dead ass serious tho, all i could say was ""bitch wheet"" LOL",1
"""@DunderbaIl: I'm an early bird and I'm a night owl, so I'm wise and have worms😘.""",2
"""@EdgarPixar: Overdosing on heavy drugs doesn't sound bad tonight."" I do that pussy shit every day.",2
"""@El_Grillo1: Pit Bulls Photographed As Lovely Fairy Tale Creatures http://t.co/Q0Sm89oOLh&#8221;They *are* fairy tale creatures.",2
"""@Ferocious_Ghost: @1stName_Bravo Aw."" ...fag, don't tweet ""aw"" to me lol",1
"""@FloKid88: As long as the Lakers trash from now on, I could careless. And that's real."". CC: @BENBALLER hahaha",2
"""@Frosstyy_: @h0rheyd I didn't say anything tho"" kiss me then faggot",1
"""@FunnyPicsDepot: this the ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/ZUai7qWBIR"" &#128514; yup",2
"""@G27Status: I could go for a fat ass bitch on my lap"" same",1
"""@GEDMelle: 17 missed calls!!!! &#128544;&#128545;""Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle",1
"""@GTM_Al: Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving"" lmmfao &#128514;&#128514;&#128514;&#128514;",1
"""@GagaTom1: &#8220;@MaleFoot: 3 | Amo los pies http://t.co/4QE1hDkK8i&#8221;"" fuck yeah",1
"""@GirlThatsVonte: These hoes be thinking Meat won't slap they ass &#128564;&#128075;"" ainna bruh",1
"""@GirlThatsVonte: Yall bitches wit no edges be doing the most talking &#128553;&#128564;&#9995;""&#128514;&#128514;&#128514;",1
"""@GirlThatsVonte: Yall still going trick or treating this year or nah?""hell yeah ima be da sweet tooth bandit steal bitches bags n shit",1
"""@Girllssues: I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck",1
"""@Gizzy_Jones94: If she kiss u with her eyes open watch that bitch!""lmfao",1
"""@Goofstroop: You a woulda coulda shoulda ass hoe &#128563;&#128586;""",1
"""@Gotti_LTF: Happy Bday Bitch Ass Nigga @JetsAndASwisher""preciate that bitch roll up!",1
"""@HBMostDope: @1Jayee @PipinHoes used to send that bitch up""",1
"""@HBMostDope: Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses&#128514;&#128514;""",1
"""@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes."" ...nah, I throw no look passes lmao",1
"""@HeartlessFuck: Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in &amp; outta jail &amp; dumb bitches with mad kids fuckin em.""",1
"""@HermosaAlma: This isn't ghetto.....it's smart https://t.co/MPAzQ3Jswf"" I'm doing this idc",2
"""@HiImJoriB: I would wife a hoe only cuz we wouldn't care that we cheating in each other."" ...why force the relationship in the first place?",1
"""@HornyFacts: Being single isn't an excuse to be a hoe."" @TheOneMiss_Luu",1
"""@HoskinsTy96: White boy power bitch"" black power bitch",1
"""@Hudgens_11: Lets get drunk, get blowed, spit shit spark blunts &amp; fuck hoes!"" Bro white dudes have no chill.",1
"""@IScoutGirls: @verbally_abrupt bitch where u been"" Around the world and back. Where you been?",1
"""@ItsYahBoiRay: @anelylove if I don't get my dick sucked at yo party by a bad bitch I'm fr gone set it off &#128514;&#128514;&#128514;&#128514;"" *by @anelylove *",1
"""@Itsyesie: #oomf is soooo cute. But he probably has hoes on him a lot.""",1
"""@JAYten9: In every cartoon theirs alway a @_nuffsaid15 saving these hoes lmao. http://t.co/9uKD8wtZ6x"" lmao damn captain SaveAHoe",1
"""@JReebo: Who wants to get there nose in these bad bois then #scally #chav #sockfetish #stinking http://t.co/FeQxgN0W6I"" hot sox and legs",2
"""@JamesyNBA: I wish I was a bitch like my brother keezy &#128530;"" ooooow I bet you do",1
"""@JasminePore: If you dressed up as a cat for Halloween you are basic."" ...or a pussy",1
"""@Jewelxo: Can pornhub just get a gaming stream feature so these dumb bitches can gtfo"" @Pornhub get on it Katie&lt;3",1
"""@JoeBudden: stop being scared to choke her during sex u bitch ass niggas. She&#8217;ll like it."". Says the guy who hits women out of bed. FOH",1
"""@Johnny55Perez: @white_thunduh ha well iguess I make them hoes loyal bro"" theyll never be loyal that y they hoes my nig",1
"""@KazAtta: @1TAKEHOV Oh man.. ""its 5 am, you off a molly, ho where the fuck ya seed at??"""" #fixed",1
"""@KelsieBelsi: You're not a man if you refer to every girl as a bitch""",1
"""@KeyshawnSwag: Lmfao this cat started beating the shit out of me"" my nigga finally got some pussy?!? MY NIGGA!!!",1
"""@KeyshawnSwag: Peel up peel up bring it back up rewind back where I'm from they move Shaq from the line"" ooooow who tf said that trash!!?",2
"""@KingCuh: @16stanleys io io alu record ho vine sai pe hahahaha"" lol anywaaaaaays..... haha",1
"""@KingHendo95: @VonDreaam naw it's my old tape. new cover . my upcoming mixtape is #KingOfTheHill"" Yeah I'm waiting on that hoe Mayne!",1
"""@KingTeej_: Ol dirty foot ass bitches.."" this was too funny to me.",1
"""@King_Shawn_6: @white_thunduh that's where I get my yellow flags for being amazing &#128079;&#128524;"" HELL YEAH NIGGY",1
"""@KissMySmilee: Don't got time for bitches to be actin iffy.""",1
"""@KnightfanNeal #UCFPINKPARTY come on stay alive knights nation!!!!"" This is still the early bird special. #ComeAtMeUT",2
"""@KyraNadiya_: These hoes ain't loyal ; no they ain't http://t.co/h1UBsVbkGl""Smfh &amp; wonder why nobody decent wants them",1
"""@LCisTJ: Bruh, you studs keep thinking I'm soft as hell. Ask ya girl how many times she screamed she was my bitch. Oh okay. STFU."" BYE HOE!",1
"""@LODYCASH: dry pussy bitches always blame it on the condom&#128514;""&#128079;&#128514;&#128079;&#128514;",1
"""@LUNAraps: shut yo bitch ass up! https://t.co/IemN1u0gm5"" &#128557;&#128514;",1
"""@LaFlareGodJosh: Gucci Mane in jail and dropping mixtapes every month and you hoes can't even text back""",1
"""@Latrobemark: You love these hoes more then money wats wrong these niggas""",1
"""@LeBronVuitton: A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo."" ...sounding like me over there lol",1
"""@LiLFridayHOE: Easy cum, easy hoe"" That's a fact !",1
"""@LifeAsBros: Charlie Sheen is too real http://t.co/gGGdK3kOV7"" major fucking respect for Charlie Sheen.",1
"""@Lightskingawdd: Wish I had a bae &#128533;""You got all the hoes tho",1
"""@Lil_Mike_12: Fuck twerking bitch can you cook ?""",1
"""@Linniekravitz: @WesGodLaFlare bitch wtf"" http://t.co/DaSmycxODB",1
"""@Lipe_the_Great: &#8220;@h0rheyd: ""@Lipe_the_Great: Shut up zoe"" fight me pussy&#8221; for zoe? I'm good, man."" You are good ma'am. Move along now",1
"""@LolaaIsDope: Lmao fucking snake bitches"" @ em",1
"""@Loveable_Aizah: Big booty hoes everywhere sheesh &#128525;"" damn &#127807;&#128064;&#127807;",1
"""@MLBNetwork: Stay tuned to @MLBNetwork for an update on the report that @Yankees 1B @teixeiramark25 will be out 8-10 weeks"" @dliming35 #bum",2
"""@M_Rad: &#8220;@DezDLT: ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http://t.co/tYCIhD6PkW&#8221; yes lmfao""@soccerboy_04",2
"""@MadFlyentist: Oregon chokes every year get off the field trash ass program"" RFT",1
"""@MannyDiesel: Def not cowboy lol RT @ArtofFloyd: Terrell Owens was the best Eagle &amp; Cowboy ever"" ..dude cried like a bitch on tv, over Romo",1
"""@MarkRoundtreeJr: LMFAOOOO I HATE BLACK PEOPLE https://t.co/RNvD2nLCDR"" This is why there's black people and niggers",0
"""@Master11_: @20ToLife_ @GabrielaStarr How could u do this to me bitch"" potent",1
"""@MaxMayo77: http://t.co/3Jk4kR44X3"" a pissed lad past out. I would lick his dirty soles while he slept.",2
"""@MaxMayo77: http://t.co/PrrskknqRv"" love frat boy w/ soft long soles",2
"""@MaxMayo77: http://t.co/XpSC3makgJ"" sexy lad with hot soles and arches.",2
"""@MegamindNick: @white_thunduh nah fam I gotta cheat with the hoes"" depends on the female i feel",1
"""@Mesha_nojas: @_Vontethekidd &#128079;&#128079;&#128079;&#128079;&#128588;"" I got hicks lol",2
"""@Migsmichelen: This new twitter is confusing the shit out of me."" Go back to south america bitch",1
"""@Miikito_x3: Toto means ass or vagina?""I think pussy cause toto santi is like nasty pussy",1
"""@MikelaHenry: but what if he actually does choose the ugly bitch over you? &#58381;""Her ass must be fat!",1
"""@MileyCyrus: bitch couldn't kill my vibe if ya tried. &#127752;&#127752;&#127752;"" dis why i love miley :*",1
"""@Montrell_: I'm tired of bitches saying I look mean.. &#128530;"" nigga you big af, wear tight shirts, and grim everybody.",1
"""@MotherJones: 10 birds your grandkids may never see, thanks to climate change http://t.co/XqmXHkAsWt http://t.co/RbITeGRnhm"" #Climate",2
"""@MvckFadden: ""Stay beautiful you bitch""""",1
"""@NICKIMINAJ: #WutKindar purple. Ceeeleee""man this gurl was jus playin on the ""stupid hoe "" track. But in still shitted on sum gurls",1
"""@NastyCopper: Money getting taller and bitches getting blurry""",1
"""@NewsomeJade: I ain't never seen a bitch so obsessed with they nigga&#128514;"" I'm obsessed with mine &#128529;",1
"""@Nicholas_ted33: Kobe stay talking trash. But let's not forget http://t.co/VH4tnEkvTP"" @J_Austin12 I meant to do this one. Smh.",1
"""@NoChillPaz: ""At least I'm not a nigger"" http://t.co/RGJa7CfoiT""Lmfao",0
"""@No_FAKINGG: People always asking me what I'm mixed with."" She a bad asian bitch lol",1
"""@NotoriousBM95: @_WhitePonyJr_ Ariza is a snake and a coward"" but at least he isn't a cripple like your hero Roach lmaoo",0
"""@OSAY_it_aint_so: &#8220;@IgnoreAllLaws: Fosters home for imaginary trash&#8221; WHOA CHILL""that show was everything tf",2
"""@OfficialReplay: I am lowkey tired."" ...if you tired, be quiet and go to sleep hoe!",1
"""@PRAYINGFORHEAD: &#8220;@macklemroe: Stop bringing weird niggers into my mentions! @PRAYINGFORHEAD&#8221; http://t.co/cussDJesRK""",1
"""@PRETTyBOSs_BRAt: We don't love these hoes &#128080;&#128581;""",1
"""@PatrickQuelo: If yo girl cant have homeboys you a ol weak bitch ass nigga!""",1
"""@Patsfanjoe32: @d_palomino52 I think worst advice I gave you was "" don't be a pussy and speed up"" lol""",1
"""@PoemsPorn: Quote this tweet with your favorite animal.""pussy",1
"""@Poetic_Success: I hate when strippers tell you they're ""dancers"". Hoe, ballet dancers don't pop their pussy to Beethoven. You a STRIPPER!""",1
"""@Poffalicious: Andrewbryant: Poff has double vision after 2 beersPoff: ... Double pussy &#128526;"" smh",1
"""@Poobie_: When bitches TWERK on the computer....ME: ""In ya &#128089;, in ya damn &#128089;&#8252;&#65039;""""",1
"""@ProdsJewel_: &#8220;@sreadthepeace: &#8220;@yungmindless: @PeacePunkPrince Prince, THIS is art. http://t.co/EPHRWxMBHr&#8221; nobody takin his bitch!",1
"""@QUAN1T0: 61% of welfare/government aid is claimed by white people. So y'all black slander is trash now.""",2
"""@QUAN1T0: These bitches don't care they just play that role.""",1
"""@Queen_Kaaat: It took a while for you to find me, but I was hiding In the lime tree.""@Iemonaids dis bitch in da wrong tree bro.",1
"""@RTNBA: Drakes new shoes that will be released by Nike/Jordan.... Yes, there's glitter on the shoes http://t.co/QCtPLxHEXM"" ....dudes a fag",0
"""@RachieSoul: @DizzleOfficial inna di ghetto!!!"" You alone lmaoo",2
"""@RamBoutIt: &#8220;@Master11_: @20ToLife_ @RamBoutIt hoes Austin&#8221; teach us Austin.""I teach u how to get curved? That's all I know",2
"""@ReachtheeCLIMAX: bitches can't cook but know how to suck dick .."" s/o to the ones that can do both!",1
"""@RenegadeMo: Fat hoes get chose"" lol",1
"""@RiahSM: #hoesaintloyal"" well they're hoes,no one expects them to be loyal",1
"""@RishaaWilliams: @TRESHON_SCROOGE @_Nevertrustt ol bitch ass"" http://t.co/AmcOinY0wG",1
"""@RnadJorell: Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad"" lmaooo",1
"""@SacTownProdigy: Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls"" lol bitch fuck you",1
"""@SamJLayman : Holy shit, Freddie Highmore was in Charlie and the Chocolate Factory""Me: *rolls on the floor, laughing*",1
"""@Samirahusic_: ""I don't want to have sex with my gf because I feel like I'm using her.."" - anonymous"" Whata faggot",1
"""@SexualGxfs: @ One of your followers with this &#128525;&#128553; http://t.co/F1TJl9xnCT"" @ somebody, bitch if you don't",1
"""@Shaa_Jenkins: If ya bitch always bitching clearly she care!"" Or just an annoying Bitch!",1
"""@ShanTaughtHer: These catfish hoes thinkin they slick.. But niggas catching on &#128524;""",1
"""@SheWentToJordan: Can't worry about a bitch that ain't worried bout me"" #real",1
"""@ShowArrive: Side hoes are for insecure niggas that can't handle a real one.""",1
"""@Shun_stokes: &#128514;&#128514;&#128514;&#128514;RT @bluprint_4: Lmao! This bitch come scooting in the tent like she about to fuck some shit up!"" &#128557;&#128557;&#128557;",1
"""@Shun_stokes: My cousin said he share hoes with his brothers. He said sharing is caring and he love his brothers &#128514;""",1
"""@SlimGirl_Probz: i'm hungry but ionn wanna spend my money on food&#128530;""Broke hoe problems &#128514;&#128514;&#128514;&#128128;",1
"""@SmeegBaby: Dese hoes be LYIN to all of us nigga""",1
"""@SnakecharmsDump: http://t.co/4b427dQZCV"" oh yeah fuck that bitch",1
"""@SportsCenter: Eli Manning just threw his NFL-leading 27th interception of the season."" Lmao trash",2
"""@SportsCenter: USC senior RB Anthony Brown calls head coach Steve Sarkisian a racist and quits team. &#187; http://t.co/JOOsdSubIR"" he's a bitch",2
"""@StellaTex: Guess what? I also have zero time for your mansplaining! Adios!"" Stfu pussy",1
"""@Stephenwildboy: Chilling &#128069;&#8482; http://t.co/mik3iPNle6"" sexy scally lad",2
"""@Strap__: I ain't sharing no bitch if you mines you mines &#128175;""",1
"""@SukMySweetness: money only impress the simple broke bitches""",1
"""@Sylvieamx: #Pisces will never be anybody's bitch, they don't let people control or change them."" Rigghhht",1
"""@TEE_JONEZ: @16stanleys @KingCuh tuku ho idk blah blah blah"" &#128514;&#128514;&#128514;",2
"""@TEE_JONEZ: @KingCuh @16stanleys I'm not mad cuh hahaha"" suure.. tuku ho ita! &#128514;&#128514;",2
"""@TayKnosBest: These hoes is crazy""",1
"""@Taylorr_Babee: You ain't ever gonna be a slice bitch."" Kevin hart. (:",1
